placename	month	count
byt hanwn	2024-01	0
byt hanwn	2024-02	0
byt hanwn	2024-03	0
byt hanwn	2024-04	0
byt hnwn	2023-10	0
byt hnwn	2023-11	0
byt hnwn	2023-12	0
byt hnwn	2024-01	0
byt hnwn	2024-02	0
byt hnwn	2024-03	0
byt hnwn	2024-04	0
Μπέιτ Χανούν	2023-10	0
Μπέιτ Χανούν	2023-11	0
Μπέιτ Χανούν	2023-12	0
Μπέιτ Χανούν	2024-01	0
Μπέιτ Χανούν	2024-02	0
Μπέιτ Χανούν	2024-03	0
Μπέιτ Χανούν	2024-04	0
Бейт-Ханун	2023-10	0
Бейт-Ханун	2023-11	0
Бейт-Ханун	2023-12	0
Бейт-Ханун	2024-01	0
Бейт-Ханун	2024-02	0
Бейт-Ханун	2024-03	0
Бейт-Ханун	2024-04	0
בית חאנון	2023-10	0
בית חאנון	2023-11	0
בית חאנון	2023-12	0
בית חאנון	2024-01	0
בית חאנון	2024-02	0
בית חאנון	2024-03	0
בית חאנון	2024-04	0
بيت حانون	2023-10	0
بيت حانون	2023-11	0
بيت حانون	2023-12	0
بيت حانون	2024-01	0
بيت حانون	2024-02	0
بيت حانون	2024-03	0
بيت حانون	2024-04	0
بيت حنون	2023-10	0
بيت حنون	2023-11	0
بيت حنون	2023-12	0
بيت حنون	2024-01	0
بيت حنون	2024-02	0
بيت حنون	2024-03	0
بيت حنون	2024-04	0
بیت حانون	2023-10	0
بیت حانون	2023-11	0
بیت حانون	2023-12	0
بیت حانون	2024-01	0
بیت حانون	2024-02	0
بیت حانون	2024-03	0
بیت حانون	2024-04	0
بیت‌حانون	2023-10	0
بیت‌حانون	2023-11	0
بیت‌حانون	2023-12	0
بیت‌حانون	2024-01	0
بیت‌حانون	2024-02	0
بیت‌حانون	2024-03	0
بیت‌حانون	2024-04	0
ベイト・ハヌーン	2023-10	0
ベイト・ハヌーン	2023-11	0
ベイト・ハヌーン	2023-12	0
ベイト・ハヌーン	2024-01	0
ベイト・ハヌーン	2024-02	0
ベイト・ハヌーン	2024-03	0
ベイト・ハヌーン	2024-04	0
拜特哈嫩	2023-10	0
拜特哈嫩	2023-11	0
拜特哈嫩	2023-12	0
拜特哈嫩	2024-01	0
拜特哈嫩	2024-02	0
拜特哈嫩	2024-03	0
拜特哈嫩	2024-04	0
Khan Younis	2023-10	74
Khan Younis	2023-11	132
Khan Younis	2023-12	173
Khan Younis	2024-01	73
Khan Younis	2024-02	63
Khan Younis	2024-03	40
Khan Younis	2024-04	25
Khan Younis camp	2023-10	0
Khan Younis camp	2023-11	1
Khan Younis camp	2023-12	0
Khan Younis camp	2024-01	0
Khan Younis camp	2024-02	0
Khan Younis camp	2024-03	0
Khan Younis camp	2024-04	0
KhanYounis	2023-10	0
KhanYounis	2023-11	0
KhanYounis	2023-12	0
KhanYounis	2024-01	1
KhanYounis	2024-02	0
KhanYounis	2024-03	0
KhanYounis	2024-04	0
Mukhayyam Khan Yunis	2023-10	0
Mukhayyam Khan Yunis	2023-11	0
Mukhayyam Khan Yunis	2023-12	0
Mukhayyam Khan Yunis	2024-01	0
Mukhayyam Khan Yunis	2024-02	0
Mukhayyam Khan Yunis	2024-03	0
Mukhayyam Khan Yunis	2024-04	0
Mukhayyam Khan Yunus	2023-10	0
Mukhayyam Khan Yunus	2023-11	0
Mukhayyam Khan Yunus	2023-12	0
Mukhayyam Khan Yunus	2024-01	0
Mukhayyam Khan Yunus	2024-02	0
Mukhayyam Khan Yunus	2024-03	0
Mukhayyam Khan Yunus	2024-04	0
Mukhayyam Khanyunis	2023-10	0
Mukhayyam Khanyunis	2023-11	0
Mukhayyam Khanyunis	2023-12	0
Mukhayyam Khanyunis	2024-01	0
Mukhayyam Khanyunis	2024-02	0
Mukhayyam Khanyunis	2024-03	0
Mukhayyam Khanyunis	2024-04	0
Mukhayyam Khān Yūnis	2023-10	0
Mukhayyam Khān Yūnis	2023-11	0
Mukhayyam Khān Yūnis	2023-12	0
Mukhayyam Khān Yūnis	2024-01	0
Mukhayyam Khān Yūnis	2024-02	0
Mukhayyam Khān Yūnis	2024-03	0
Mukhayyam Khān Yūnis	2024-04	0
Mukhayyam Khān Yūnus	2023-10	0
Mukhayyam Khān Yūnus	2023-11	0
Mukhayyam Khān Yūnus	2023-12	0
Mukhayyam Khān Yūnus	2024-01	0
Mukhayyam Khān Yūnus	2024-02	0
Mukhayyam Khān Yūnus	2024-03	0
Mukhayyam Khān Yūnus	2024-04	0
Mukhayyam Khānyūnis	2023-10	0
Mukhayyam Khānyūnis	2023-11	0
Mukhayyam Khānyūnis	2023-12	0
Mukhayyam Khānyūnis	2024-01	0
Mukhayyam Khānyūnis	2024-02	0
Mukhayyam Khānyūnis	2024-03	0
Mukhayyam Khānyūnis	2024-04	0
campo de Jan Yunis	2023-10	0
campo de Jan Yunis	2023-11	0
campo de Jan Yunis	2023-12	0
campo de Jan Yunis	2024-01	0
campo de Jan Yunis	2024-02	0
campo de Jan Yunis	2024-03	0
campo de Jan Yunis	2024-04	0
campo de Jan Yunís	2023-10	0
campo de Jan Yunís	2023-11	0
campo de Jan Yunís	2023-12	0
campo de Jan Yunís	2024-01	0
campo de Jan Yunís	2024-02	0
campo de Jan Yunís	2024-03	0
campo de Jan Yunís	2024-04	0
campo de refugiados de Jan Yunis	2023-10	0
campo de refugiados de Jan Yunis	2023-11	0
campo de refugiados de Jan Yunis	2023-12	0
campo de refugiados de Jan Yunis	2024-01	0
campo de refugiados de Jan Yunis	2024-02	0
campo de refugiados de Jan Yunis	2024-03	0
campo de refugiados de Jan Yunis	2024-04	0
campo de refugiados de Jan Yunís	2023-10	0
campo de refugiados de Jan Yunís	2023-11	0
campo de refugiados de Jan Yunís	2023-12	0
campo de refugiados de Jan Yunís	2024-01	0
campo de refugiados de Jan Yunís	2024-02	0
campo de refugiados de Jan Yunís	2024-03	0
campo de refugiados de Jan Yunís	2024-04	0
mkhym khan ywns	2023-10	0
mkhym khan ywns	2023-11	0
mkhym khan ywns	2023-12	0
mkhym khan ywns	2024-01	0
mkhym khan ywns	2024-02	0
mkhym khan ywns	2024-03	0
mkhym khan ywns	2024-04	0
mkhym khanywns	2023-10	0
mkhym khanywns	2023-11	0
mkhym khanywns	2023-12	0
mkhym khanywns	2024-01	0
mkhym khanywns	2024-02	0
mkhym khanywns	2024-03	0
mkhym khanywns	2024-04	0
مخيم خان يونس	2023-10	0
مخيم خان يونس	2023-11	0
مخيم خان يونس	2023-12	0
مخيم خان يونس	2024-01	0
مخيم خان يونس	2024-02	0
مخيم خان يونس	2024-03	0
مخيم خان يونس	2024-04	0
مخيم خانيونس	2023-10	0
مخيم خانيونس	2023-11	0
مخيم خانيونس	2023-12	0
مخيم خانيونس	2024-01	0
مخيم خانيونس	2024-02	0
مخيم خانيونس	2024-03	0
مخيم خانيونس	2024-04	0
An Nusayrat	2023-10	0
An Nusayrat	2023-11	0
An Nusayrat	2023-12	0
An Nusayrat	2024-01	0
An Nusayrat	2024-02	0
An Nusayrat	2024-03	0
An Nusayrat	2024-04	0
An Nuşayrāt	2023-10	0
An Nuşayrāt	2023-11	0
An Nuşayrāt	2023-12	0
An Nuşayrāt	2024-01	0
An Nuşayrāt	2024-02	0
An Nuşayrāt	2024-03	0
An Nuşayrāt	2024-04	0
Nusayrat	2023-10	0
Nusayrat	2023-11	0
Nusayrat	2023-12	0
Nusayrat	2024-01	0
Nusayrat	2024-02	0
Nusayrat	2024-03	0
Nusayrat	2024-04	0
Nuseira	2023-10	22
Nuseira	2023-11	16
Nuseira	2023-12	26
Nuseira	2024-01	11
Nuseira	2024-02	6
Nuseira	2024-03	9
Nuseira	2024-04	8
Nuseirat	2023-10	22
Nuseirat	2023-11	16
Nuseirat	2023-12	26
Nuseirat	2024-01	11
Nuseirat	2024-02	6
Nuseirat	2024-03	9
Nuseirat	2024-04	8
Nuşayrāt	2023-10	0
Nuşayrāt	2023-11	0
Nuşayrāt	2023-12	0
Nuşayrāt	2024-01	0
Nuşayrāt	2024-02	0
Nuşayrāt	2024-03	0
Nuşayrāt	2024-04	0
Nuṣeirā	2023-10	0
Nuṣeirā	2023-11	0
Nuṣeirā	2023-12	0
Nuṣeirā	2024-01	0
Nuṣeirā	2024-02	0
Nuṣeirā	2024-03	0
Nuṣeirā	2024-04	0
alnsyrat	2023-10	0
alnsyrat	2023-11	0
alnsyrat	2023-12	0
alnsyrat	2024-01	0
alnsyrat	2024-02	0
alnsyrat	2024-03	0
alnsyrat	2024-04	0
النصيرات	2023-10	0
النصيرات	2023-11	0
النصيرات	2023-12	0
النصيرات	2024-01	0
النصيرات	2024-02	0
النصيرات	2024-03	0
النصيرات	2024-04	0
Al Burayj	2023-10	0
Al Burayj	2023-11	0
Al Burayj	2023-12	0
Al Burayj	2024-01	0
Al Burayj	2024-02	0
Al Burayj	2024-03	0
Al Burayj	2024-04	0
Al Buraij	2023-10	0
Al Buraij	2023-11	0
Al Buraij	2023-12	0
Al Buraij	2024-01	0
Al Buraij	2024-02	0
Al Buraij	2024-03	0
Al Buraij	2024-04	0
Al-Bureij	2023-10	1
Al-Bureij	2023-11	0
Al-Bureij	2023-12	1
Al-Bureij	2024-01	0
Al-Bureij	2024-02	0
Al-Bureij	2024-03	0
Al-Bureij	2024-04	0
Bureij	2023-10	3
Bureij	2023-11	15
Bureij	2023-12	17
Bureij	2024-01	5
Bureij	2024-02	2
Bureij	2024-03	5
Bureij	2024-04	0
El Bureij	2023-10	0
El Bureij	2023-11	0
El Bureij	2023-12	0
El Bureij	2024-01	0
El Bureij	2024-02	0
El Bureij	2024-03	0
El Bureij	2024-04	0
albryj	2023-10	0
albryj	2023-11	0
albryj	2023-12	0
albryj	2024-01	0
albryj	2024-02	0
albryj	2024-03	0
albryj	2024-04	0
البريج	2023-10	0
البريج	2023-11	0
البريج	2023-12	0
البريج	2024-01	0
البريج	2024-02	0
البريج	2024-03	0
البريج	2024-04	0
Rafah	2023-10	182
Rafah	2023-11	150
Rafah	2023-12	201
Rafah	2024-01	41
Rafah	2024-02	498
Rafah	2024-03	253
Rafah	2024-04	81
Mukhayyam Rafah	2023-10	0
Mukhayyam Rafah	2023-11	0
Mukhayyam Rafah	2023-12	0
Mukhayyam Rafah	2024-01	0
Mukhayyam Rafah	2024-02	0
Mukhayyam Rafah	2024-03	0
Mukhayyam Rafah	2024-04	0
Mukhayyam Rafaḩ	2023-10	0
Mukhayyam Rafaḩ	2023-11	0
Mukhayyam Rafaḩ	2023-12	0
Mukhayyam Rafaḩ	2024-01	0
Mukhayyam Rafaḩ	2024-02	0
Mukhayyam Rafaḩ	2024-03	0
Mukhayyam Rafaḩ	2024-04	0
mkhym rfh	2023-10	0
mkhym rfh	2023-11	0
mkhym rfh	2023-12	0
mkhym rfh	2024-01	0
mkhym rfh	2024-02	0
mkhym rfh	2024-03	0
mkhym rfh	2024-04	0
مخيم رفح	2023-10	0
مخيم رفح	2023-11	0
مخيم رفح	2023-12	0
مخيم رفح	2024-01	0
مخيم رفح	2024-02	0
مخيم رفح	2024-03	0
مخيم رفح	2024-04	0
Bani Suhayla	2023-10	0
Bani Suhayla	2023-11	0
Bani Suhayla	2023-12	0
Bani Suhayla	2024-01	0
Bani Suhayla	2024-02	0
Bani Suhayla	2024-03	0
Bani Suhayla	2024-04	0
Bani Sueheyla	2023-10	0
Bani Sueheyla	2023-11	0
Bani Sueheyla	2023-12	0
Bani Sueheyla	2024-01	0
Bani Sueheyla	2024-02	0
Bani Sueheyla	2024-03	0
Bani Sueheyla	2024-04	0
Bani Suhajla	2023-10	0
Bani Suhajla	2023-11	0
Bani Suhajla	2023-12	0
Bani Suhajla	2024-01	0
Bani Suhajla	2024-02	0
Bani Suhajla	2024-03	0
Bani Suhajla	2024-04	0
Bani Suhayl	2023-10	0
Bani Suhayl	2023-11	0
Bani Suhayl	2023-12	0
Bani Suhayl	2024-01	0
Bani Suhayl	2024-02	0
Bani Suhayl	2024-03	0
Bani Suhayl	2024-04	0
Bani Suhaylah	2023-10	0
Bani Suhaylah	2023-11	0
Bani Suhaylah	2023-12	0
Bani Suhaylah	2024-01	0
Bani Suhaylah	2024-02	0
Bani Suhaylah	2024-03	0
Bani Suhaylah	2024-04	0
Bani Suheila	2023-10	1
Bani Suheila	2023-11	1
Bani Suheila	2023-12	1
Bani Suheila	2024-01	2
Bani Suheila	2024-02	0
Bani Suheila	2024-03	0
Bani Suheila	2024-04	0
Bani Süheyla	2023-10	0
Bani Süheyla	2023-11	0
Bani Süheyla	2023-12	0
Bani Süheyla	2024-01	0
Bani Süheyla	2024-02	0
Bani Süheyla	2024-03	0
Bani Süheyla	2024-04	0
Bani-Sukhajla	2023-10	0
Bani-Sukhajla	2023-11	0
Bani-Sukhajla	2023-12	0
Bani-Sukhajla	2024-01	0
Bani-Sukhajla	2024-02	0
Bani-Sukhajla	2024-03	0
Bani-Sukhajla	2024-04	0
Baní Suhajla	2023-10	0
Baní Suhajla	2023-11	0
Baní Suhajla	2023-12	0
Baní Suhajla	2024-01	0
Baní Suhajla	2024-02	0
Baní Suhajla	2024-03	0
Baní Suhajla	2024-04	0
Banī Suhayl	2023-10	0
Banī Suhayl	2023-11	0
Banī Suhayl	2023-12	0
Banī Suhayl	2024-01	0
Banī Suhayl	2024-02	0
Banī Suhayl	2024-03	0
Banī Suhayl	2024-04	0
Banī Suhaylah	2023-10	0
Banī Suhaylah	2023-11	0
Banī Suhaylah	2023-12	0
Banī Suhaylah	2024-01	0
Banī Suhaylah	2024-02	0
Banī Suhaylah	2024-03	0
Banī Suhaylah	2024-04	0
Banī Suhaylā	2023-10	0
Banī Suhaylā	2023-11	0
Banī Suhaylā	2023-12	0
Banī Suhaylā	2024-01	0
Banī Suhaylā	2024-02	0
Banī Suhaylā	2024-03	0
Banī Suhaylā	2024-04	0
bny shyla	2023-10	0
bny shyla	2023-11	0
bny shyla	2023-12	0
bny shyla	2024-01	0
bny shyla	2024-02	0
bny shyla	2024-03	0
bny shyla	2024-04	0
bny swhylh	2023-10	0
bny swhylh	2023-11	0
bny swhylh	2023-12	0
bny swhylh	2024-01	0
bny swhylh	2024-02	0
bny swhylh	2024-03	0
bny swhylh	2024-04	0
Бани-Сухайла	2023-10	0
Бани-Сухайла	2023-11	0
Бани-Сухайла	2023-12	0
Бани-Сухайла	2024-01	0
Бани-Сухайла	2024-02	0
Бани-Сухайла	2024-03	0
Бани-Сухайла	2024-04	0
בני סוהילה	2023-10	0
בני סוהילה	2023-11	0
בני סוהילה	2023-12	0
בני סוהילה	2024-01	0
בני סוהילה	2024-02	0
בני סוהילה	2024-03	0
בני סוהילה	2024-04	0
بني سهيلا	2023-10	0
بني سهيلا	2023-11	0
بني سهيلا	2023-12	0
بني سهيلا	2024-01	0
بني سهيلا	2024-02	0
بني سهيلا	2024-03	0
بني سهيلا	2024-04	0
بنی سهیلا	2023-10	0
بنی سهیلا	2023-11	0
بنی سهیلا	2023-12	0
بنی سهیلا	2024-01	0
بنی سهیلا	2024-02	0
بنی سهیلا	2024-03	0
بنی سهیلا	2024-04	0
بنی سہیلہ	2023-10	0
بنی سہیلہ	2023-11	0
بنی سہیلہ	2023-12	0
بنی سہیلہ	2024-01	0
بنی سہیلہ	2024-02	0
بنی سہیلہ	2024-03	0
بنی سہیلہ	2024-04	0
バニ・スヘイラ	2023-10	0
バニ・スヘイラ	2023-11	0
バニ・スヘイラ	2023-12	0
バニ・スヘイラ	2024-01	0
バニ・スヘイラ	2024-02	0
バニ・スヘイラ	2024-03	0
バニ・スヘイラ	2024-04	0
Mukhayyam Nusayrat	2023-10	0
Mukhayyam Nusayrat	2023-11	0
Mukhayyam Nusayrat	2023-12	0
Mukhayyam Nusayrat	2024-01	0
Mukhayyam Nusayrat	2024-02	0
Mukhayyam Nusayrat	2024-03	0
Mukhayyam Nusayrat	2024-04	0
Mukhayyam Nuşayrāt	2023-10	0
Mukhayyam Nuşayrāt	2023-11	0
Mukhayyam Nuşayrāt	2023-12	0
Mukhayyam Nuşayrāt	2024-01	0
Mukhayyam Nuşayrāt	2024-02	0
Mukhayyam Nuşayrāt	2024-03	0
Mukhayyam Nuşayrāt	2024-04	0
Mukhayyam an Nusayrat	2023-10	0
Mukhayyam an Nusayrat	2023-11	0
Mukhayyam an Nusayrat	2023-12	0
Mukhayyam an Nusayrat	2024-01	0
Mukhayyam an Nusayrat	2024-02	0
Mukhayyam an Nusayrat	2024-03	0
Mukhayyam an Nusayrat	2024-04	0
Mukhayyam an Nuşayrāt	2023-10	0
Mukhayyam an Nuşayrāt	2023-11	0
Mukhayyam an Nuşayrāt	2023-12	0
Mukhayyam an Nuşayrāt	2024-01	0
Mukhayyam an Nuşayrāt	2024-02	0
Mukhayyam an Nuşayrāt	2024-03	0
Mukhayyam an Nuşayrāt	2024-04	0
mkhym alnsyrat	2023-10	0
mkhym alnsyrat	2023-11	0
mkhym alnsyrat	2023-12	0
mkhym alnsyrat	2024-01	0
mkhym alnsyrat	2024-02	0
mkhym alnsyrat	2024-03	0
mkhym alnsyrat	2024-04	0
مخيم النصيرات	2023-10	0
مخيم النصيرات	2023-11	0
مخيم النصيرات	2023-12	0
مخيم النصيرات	2024-01	0
مخيم النصيرات	2024-02	0
مخيم النصيرات	2024-03	0
مخيم النصيرات	2024-04	0
Mukhayyam al Burayj	2023-10	0
Mukhayyam al Burayj	2023-11	0
Mukhayyam al Burayj	2023-12	0
Mukhayyam al Burayj	2024-01	0
Mukhayyam al Burayj	2024-02	0
Mukhayyam al Burayj	2024-03	0
Mukhayyam al Burayj	2024-04	0
mkhym albryj	2023-10	0
mkhym albryj	2023-11	0
mkhym albryj	2023-12	0
mkhym albryj	2024-01	0
mkhym albryj	2024-02	0
mkhym albryj	2024-03	0
mkhym albryj	2024-04	0
مخيم البريج	2023-10	0
مخيم البريج	2023-11	0
مخيم البريج	2023-12	0
مخيم البريج	2024-01	0
مخيم البريج	2024-02	0
مخيم البريج	2024-03	0
مخيم البريج	2024-04	0
Al Qararah	2023-10	0
